project_id,notice_type,notice_no,country,year_awarded,date_awarded,data_source,procurement_channel,funding_source,sector,project_type,contract_value_usd,contract_currency,contract_amount,contract_duration_original_unit,contract_duration_original,contract_duration_days,winning_firm_name,winning_firm_name_zh,winning_firm_code,winning_firm_country,winning_firm_is_chinese,winning_firm_is_soe,number_of_bidders,if_single_bidder,bidder_country_lowest_price,bidder_lowest_price,bidder_country,bidder_price_currency,bidder_price,procurement_method,financing_linked_to_bid,financing_source_chinese,joint_venture,firm_registered_locally,record_id,awarded_date,bid_reference_no,project_name,contract_url
P171528,Contract,1733320,Caribbean,2022,2022/6/27,World Bank,Project procurement contracts,,Info & Communication,Consultant Services,120000,,,,,,CONSULTANCY ASSOCIATES,顾问助理,739740,China,1,,,,,,,,,Consultant Qualification  Selection,,,,0,1733320,2022/6/27,SVGCARDTP-C-CQS-2,Caribbean Digital Transformation Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1733320
P167974,Contract,1695737,St Maarten,2022,2022/4/20,World Bank,Project procurement contracts,,Transportation,Goods,2843896,,,,,,CIMC-TIANDA NETHERLANDS COOPERATIEF U.A. (NETHERLANDS); SHENZHEN CIMC-TIANDA AIRPORT SUPPORT LTD.,CIMC-TIANDA NETHERLAND COOPERATIEF U.A. （荷兰） ；深圳市CIMC-TIANDA机场支持有限公司,648124; 648131,Netherlands; China,1,,,,,,,,,Request for Bids,,,,0,1695737,2022/4/20,SX-PJIAE-236385-GO-RFB,Sint Maarten Airport Terminal Reconstruction Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1695737
P175268,Contract,1762183,Guyana,2021,2021/12/20,World Bank,Project procurement contracts,,Health,Goods,26821,,,,,,SINOPHARM FORTUNE INTERNATIONAL TRADING CORP,国药FORTUNE INTERNATIONAL TRADING CO,764868,China,1,,,,,,,,,Direct Selection,,,,0,1762183,2021/12/20,GY-G-COVID FTO-278205-GO-DIR,Guyana COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1762183
P173773,Contract,1667973,Ecuador,2021,2021/7/31,World Bank,Project procurement contracts,,Health,Goods,53005000,,,,,,"SINOVAC LIFE SCIENCES CO., LTD.",北京科兴中维,599855,China,1,,,,,,,,,Direct Selection,,,,0,1667973,2021/7/31,EC-MPH-DFA-246372-GO-DIR,Ecuador COVID-19 Emergency Response and Vaccination Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1667973
P173989,Contract,1802841,Trinidad and Tobago,2021,2021/6/29,World Bank,Project procurement contracts,,Health,Goods,7500000,,,,,,China National Biotec Group Company Limited,中国生物技术集团有限公司,637472,China,1,,,,,,,,,Direct Selection,,,,0,1802841,2021/6/29,TT-MOH-348518-GO-DIR,Republic of Trinidad and Tobago: COVID-19 EMERGENCY RESPONSE PROJECT,https://projects.worldbank.org/en/projects-operations/contractoverview/1802841
P175268,Contract,1716506,Guyana,2021,2021/6/9,World Bank,Project procurement contracts,,Health,Goods,1500000,,,,,,SINOPHARM INTERNATIONAL HONG KONG LIMITED,国药控股香港有限公司,660752,China,1,,,,,,,,,Direct Selection,,,,0,1716506,2021/6/9,GY-G-COVID FTO-296098-GO-DIR,Guyana COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1716506
P173989,Contract,1802842,Trinidad and Tobago,2021,2021/6/6,World Bank,Project procurement contracts,,Health,Goods,173432,,,,,,China National Biotec Group Company Limited,中国生物技术集团有限公司,637472,China,1,,,,,,,,,Direct Selection,,,,0,1802842,2021/6/6,TT-MOH-348548-GO-DIR,Republic of Trinidad and Tobago: COVID-19 EMERGENCY RESPONSE PROJECT,https://projects.worldbank.org/en/projects-operations/contractoverview/1802842
P173872,Contract,1708728,El Salvador,2021,2021/3/10,World Bank,Project procurement contracts,,Health,Goods,35600000,,,,,,"SINOVAC LIFE SCIENCES CO., LTD.",北京科兴中维,599855,China,1,,,,,,,,,Direct Selection,,,,0,1708728,2021/3/10,RECOVID-88-DIR-GO,El Salvador COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1708728
P173872,Contract,1708381,El Salvador,2021,2021/3/10,World Bank,Project procurement contracts,,Health,Goods,35000000,,,,,,"SINOVAC LIFE SCIENCES CO., LTD.",北京科兴中维,599855,China,1,,,,,,,,,Direct Selection,,,,0,1708381,2021/3/10,RECOVID-91-DIR-GO,El Salvador COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1708381
P173872,Contract,1690767,El Salvador,2021,2021/3/10,World Bank,Project procurement contracts,,Health,Goods,30000000,,,,,,"SINOVAC LIFE SCIENCES CO., LTD.",北京科兴中维,599855,China,1,,,,,,,,,Direct Selection,,,,0,1690767,2021/3/10,RECOVID-49-DIR-GO-2,El Salvador COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1690767
P132505,Contract,1640793,Peru,2020,2020/12/29,World Bank,Project procurement contracts,,Public Admin; Transportation,Works,80459594.59,,,,,,China Gezhouba Group Company Limited,中国格洲坝集团有限公司,509146,China,1,,,,,,,,,Request for Bids,,,,0,1640793,2020/12/29,PE-COPESCO-157324-CW-RFB,Cusco Transport Improvement Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1640793
P173773,Contract,1629574,Ecuador,2020,2020/8/10,World Bank,Project procurement contracts,,Health,Goods,8123688,,,,,,COMMANDER HEALTH SUPPLY,指挥官生命值供应,516714,China,1,,,,,,,,,Direct Selection,,,,0,1629574,2020/8/10,EC-MPH-DFA-186835-GO-DIR,Ecuador COVID-19 Emergency Response and Vaccination Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1629574
P173861,Contract,1623204,Honduras,2020,2020/6/24,World Bank,Project procurement contracts,,,Goods,9982525,,,,,,China MEHECO Corporation,中国MEHECO公司,492465,China,1,,,,,,,,,Direct Selection,,,,0,1623204,2020/6/24,HN-INVEST-H-174944-GO-DIR,Honduras COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1623204
P173767,Contract,1620208,Argentina,2020,2020/6/15,World Bank,Project procurement contracts,,Health,Goods,9864698.26,,,,,,China MEHECO Corporation,中国MEHECO公司,492465,China,1,,,,,,,,,Direct Selection,,,,0,1620208,2020/6/15,GO-DIR-12-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1620208
P173811,Contract,1630969,Haiti,2020,2020/6/10,World Bank,Project procurement contracts,,Health,Goods,1020000,,,,,,China MEHECO Corporation,中国MEHECO公司,492465,China,1,,,,,,,,,Direct Selection,,,,0,1630969,2020/6/10,HT-AF-HEALTH-188378-GO-DIR,Haiti COVID-19 Response,https://projects.worldbank.org/en/projects-operations/contractoverview/1630969
P147277,Contract,1607231,Dominican Republic,2020,2020/6/9,World Bank,Project procurement contracts,,Energy & Extractives,Goods,18861.17,,,,,,"Hexing Electrical Co.,Ltd",和兴电气有限公司,162520,China,1,,,,,,,,,Request for Bids,,,,0,1607231,2020/6/9,B-3-6-A-Lote2,Distribution Grid Modernization and Loss Reduction Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1607231
P147277,Contract,1607230,Dominican Republic,2020,2020/6/9,World Bank,Project procurement contracts,,Energy & Extractives,Goods,283871.1,,,,,,"Hexing Electrical Co.,Ltd",和兴电气有限公司,162520,China,1,,,,,,,,,Request for Bids,,,,0,1607230,2020/6/9,B-3-6-A-Lote1,Distribution Grid Modernization and Loss Reduction Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1607230
P147277,Contract,1607216,Dominican Republic,2020,2020/6/9,World Bank,Project procurement contracts,,Energy & Extractives,Goods,146183.95,,,,,,"Hexing Electrical Co.,Ltd",和兴电气有限公司,162520,China,1,,,,,,,,,Request for Bids,,,,0,1607216,2020/6/9,B-3-6-A-Lote3,Distribution Grid Modernization and Loss Reduction Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1607216
P173767,Contract,1620679,Argentina,2020,2020/4/16,World Bank,Project procurement contracts,,Health,Goods,2395750,,,,,,SHENZHEN SED INDUSTRY CO.,深圳市桑达实业股份有限公司,497011,China,1,,,,,,,,,Direct Selection,,,,0,1620679,2020/4/16,GO-DIR-06-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1620679
P173767,Contract,1615872,Argentina,2020,2020/4/13,World Bank,Project procurement contracts,,Health,Goods,400000,,,,,,INTCO MEDICAL (HK) CO.,INTCO MEDICAL (HK) CO.,487362,China,1,,,,,,,,,Direct Selection,,,,0,1615872,2020/4/13,GO-DIR-05-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1615872
P173767,Contract,1615865,Argentina,2020,2020/4/13,World Bank,Project procurement contracts,,Health,Goods,660600,,,,,,): SHANGHAI TO-ALL FOREIGN TRADING CO,） ： SHANGHAI TO-ALL FOREIGN TRAD,487309,China,1,,,,,,,,,Direct Selection,,,,0,1615865,2020/4/13,GO-DIR-04-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1615865
P173767,Contract,1615710,Argentina,2020,2020/4/13,World Bank,Project procurement contracts,,Health,Goods,238200,,,,,,BESTLUCK ENTERPRISE,BESTLUCK ENTERPRISE,487051,China,1,,,,,,,,,Direct Selection,,,,0,1615710,2020/4/13,GO-DIR-03-2020,AR: COVID-19 Emergency Response Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1615710
P106735,Contract,1606341,Argentina,2019,2019/12/9,World Bank,Project procurement contracts,,Health,Goods,382000,,,,,,CHISON MEDICAL TECHNOLOGIES CO,CHISON MEDICAL TECHNOL,431235,China,1,,,,,,,,,Request for Bids,,,,0,1606341,2019/12/9,AR-MSAL-71694-GO-RFB Lote 1,Provincial Public Health Insurance Development Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1606341
P132515,Contract,1616717,Peru,2019,2019/9/27,World Bank,Project procurement contracts,,Transportation,Works,2283636.21,,,,,,"Jagui S.A.C.; Weihai Construction Group Co., Ltd.",Jagui S.A.C. ；威海建设集团有限公司,489050; 489096,Peru; China,1,,,,,,,,,Request for Bids,,,,0,1616717,2019/9/27,PE-PROVIAS-163546-CW-RFB,Support to the Subnational Transport Program Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1616717
P106735,Contract,1580217,Argentina,2018,2018/12/10,World Bank,Project procurement contracts,,Health,Goods,240785.07,,,,,,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONIC CO.,深圳市迈瑞生物医药电子有限公司,542139,China,1,,,,,,,,,Request for Bids,,,,0,1580217,2018/12/10,AR-PHIP-640-B-LPI,Provincial Public Health Insurance Development Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1580217
P152281,Contract,1562978,Bolivia,2018,2018/9/11,World Bank,Project procurement contracts,,Transportation,Works,112041241.2,,,,,,China State Construction Engineering Corporation Limited,四、中国建筑工程总公司,406543,China,1,,,,,,,,,Request for Bids,,,,0,1562978,2018/9/11,ABC Nro 711/18 GNT-SCT-MRH-BM,Santa Cruz Road Corridor Connector Project (San Ignacio - San Jose),https://projects.worldbank.org/en/projects-operations/contractoverview/1562978
P106752,Contract,1562888,Argentina,2018,2018/7/5,World Bank,Project procurement contracts,,Info & Communication; Education; Industry & Trade/Ser,Goods,2402000,,,,,,LENOVO GLOBAL TECHNOLOGY HK LIMITED,联想环球科技香港有限公司,369143,China,1,,,,,,,,,Request for Proposals,,,,0,1562888,2018/7/5,8634 - AR-MINCYT-28511-GO-RFB,Unleashing Productive Innovation Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1562888
P101504,Contract,1566879,Brazil,2018,2018/5/28,World Bank,Project procurement contracts,,Social Protection,Consultant Services,25764.23,,,,,,INDIVIDUAL CONSULTANT,个人顾问,03ee2bf4e77f869d,China,1,,,,,,,,,Individual Consultant Selection,,,,0,1566879,2018/5/28,3B23 -CS-SNPDH,Second Bolsa Família,https://projects.worldbank.org/en/projects-operations/contractoverview/1566879
P144597,Contract,1560811,Bolivia,2018,2018/5/17,World Bank,Project procurement contracts,,Transportation,Works,44871933.48,,,,,,CHINA HARBOUR ENGINEERING COMPANY LIMITED; CCCC SECOND HIGWAY ENGINEERING CO. LTD.,中国港湾工程有限公司；中交第二航运工程有限公司,346455; 346456,China; China,1,,,,,,,,,Request for Bids,,,,0,1560811,2018/5/17,ABC No 495/18 GNT-SCV-MRH-BM,BO Road Sector Capacity Development Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1560811
P144597,Contract,1560809,Bolivia,2018,2018/5/17,World Bank,Project procurement contracts,,Transportation,Works,25877790.61,,,,,,CHINA HARBOUR ENGINEERING COMPANY LIMITED; CCCC SECOND HIGWAY ENGINEERING CO. LTD.,中国港湾工程有限公司；中交第二航运工程有限公司,346455; 346456,China; China,1,,,,,,,,,Request for Bids,,,,0,1560809,2018/5/17,ABC No 494/18 GNT-SCV-MRJ-BM,BO Road Sector Capacity Development Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1560809
P152096,Contract,1554457,Ecuador,2018,2018/4/12,World Bank,Project procurement contracts,,Education,Goods,5893050.24,,,,,,HAIER INTERNATIONAL BUSSINESS CORPORATION LIMITED,海尔国际商务股份有限公司,349042,China,1,,,,,,,,,Request for Bids,,,,0,1554457,2018/4/12,BIRF-8542-LPI-B-2016-001,Supporting Education Reform in Targeted Circuits,https://projects.worldbank.org/en/projects-operations/contractoverview/1554457
P117157,Contract,1543474,El Salvador,2017,2017/2/3,World Bank,Project procurement contracts,,,Goods,39157.44,,,,,,CONSORCIO JORMAR S.A.,CONSORCIO JORMAR S.A.,329063,China,1,,,,,,,,,Request for Bids,,,,0,1543474,2017/2/3,FSSPSV-281-LPI-B,STRENGTHENING PUBLIC HEALTH CARE SYSTEM,https://projects.worldbank.org/en/projects-operations/contractoverview/1543474
P117157,Contract,1543384,El Salvador,2016,2016/11/21,World Bank,Project procurement contracts,,,Goods,2277836.83,,,,,,CONSORCIO JORMAR S.A.,CONSORCIO JORMAR S.A.,329063,China,1,,,,,,,,,Request for Bids,,,,0,1543384,2016/11/21,No. FSSPSV-277-LPI-B,STRENGTHENING PUBLIC HEALTH CARE SYSTEM,https://projects.worldbank.org/en/projects-operations/contractoverview/1543384
P114971,Contract,1542734,Paraguay,2016,2016/8/17,World Bank,Project procurement contracts,,Goods,4970900,,,,,,NARI GROUP CORP.,95543,95543,China,1,,,,,,,,,International Competitive Bidding,,,,0,,1542734,2016/8/17,6560/2016,PY Energy Sector Strengthening Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1542734
P106735,Contract,1535131,Argentina,2015,2015/11/9,World Bank,Project procurement contracts,,Health,Goods,681742,,,,,,MR INVESTMENTS (HK) LIMITED,MR INVESTMENTS (HK) LIM,322913,China,1,,,,,,,,,Request for Bids,,,,0,1535131,2015/11/9,PHIP-3-LPI-B-8,Provincial Public Health Insurance Development Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1535131
P117871,Contract,1541158,OECS Countries,2015,2015/8/5,World Bank,Project procurement contracts,,Public Admin; Transportation; Water/Sanit/Waste,Works,1096118.31,,,,,,JIANGSU GEOLOGY & ENGINEERING CO. LTD,江苏地质工程有限公司,113557,China,1,,,,,,,,,National Competitive Bidding,,,,0,1541158,2015/8/5,DVRP/NCBW/01,Regional Disaster Vulnerability Reduction APL1 - Grenada and St. Vincent and the Grenadines,https://projects.worldbank.org/en/projects-operations/contractoverview/1541158
P114971,Contract,1530142,Paraguay,2015,2015/4/14,World Bank,Project procurement contracts,,,Goods,776196.6,,,,,,NARI GROUP CORP.,NARI GROUP CORP.,95543,China,1,,,,,,,,,Request for Bids,,,,0,1530142,2015/4/14,764/2014,PY Energy Sector Strengthening Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1530142
P114971,Contract,1527391,Paraguay,2015,2015/2/17,World Bank,Project procurement contracts,,,Goods,3676416.67,,,,,,NARI GROUP CORPORATION,NARI GROUP CORP,186085,China,1,,,,,,,,,Request for Bids,,,,0,1527391,2015/2/17,ANDE-BIRF N 756/2014,PY Energy Sector Strengthening Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1527391
P114971,Contract,1527390,Paraguay,2015,2015/2/17,World Bank,Project procurement contracts,,,Goods,5664660.47,,,,,,NARI GROUP CORPORATION,NARI GROUP CORP,186085,China,1,,,,,,,,,Request for Bids,,,,0,1527390,2015/2/17,ANDE-BIRF N 756/2014,PY Energy Sector Strengthening Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1527390
P114971,Contract,1527389,Paraguay,2015,2015/2/17,World Bank,Project procurement contracts,,,Goods,2376304.23,,,,,,NARI GROUP CORPORATION,NARI GROUP CORP,186085,China,1,,,,,,,,,Request for Bids,,,,0,1527389,2015/2/17,ANDE-BIRF N 756/2014,PY Energy Sector Strengthening Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1527389
P106870,Contract,1507024,Nicaragua,2013,2013/3/28,World Bank,Project procurement contracts,,Health,Goods,376160,,,,,,SHENZEN MINDRAY BIO-MEDICAL ELECTRONIC,深圳迈瑞生物医用电子,304538,China,1,,,,,,,,,Limited International Bidding,,,,0,1507024,2013/3/28,LPI 02/05/2011-Adquisicion Equip Basico,Improving Community and Family Health Care Services Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1507024
P111996,Contract,1327057,Brazil,2012,2012/10/24,World Bank,Project procurement contracts,,,Goods,358482289.2,,,,,,"CHINA NATIONAL MACHINERY IMP & EXP-CMC; CNR CHANGCHUN RAILWAY VEHICLES CO, LTD",中国机械进出口-CMC ； CNR长春铁路车辆有限公司,172213; 172214,China; China,1,,,,,,,,,International Competitive Bidding,,,,0,1327057,2012/10/24,No. 018/ASJUR/12,Upgrading and Greening the Rio de Janeiro Urban Rail System,https://projects.worldbank.org/en/projects-operations/contractoverview/1327057
P090993,Contract,1325071,Argentina,2012,2012/8/28,World Bank,Project procurement contracts,,Public Admin; Health,Goods,897750,,,,,,SHENZHEN MINDRAY BIO-MEDICAL ELECTRONI,深圳迈瑞生物,191675,China,1,,,,,,,,,International Competitive Bidding,,,,0,1325071,2012/8/28,FESP-292-B,AR- Essential Public Health Functions,https://projects.worldbank.org/en/projects-operations/contractoverview/1325071
P111996,Contract,1284880,Brazil,2009,2009/6/23,World Bank,Project procurement contracts,,,Goods,220483182.5,,,,,,"CHINA NATIONAL MACHINERY IMP & EXP-CMC; CNR CHANGCHUN RAILWAY VEHICLES CO, LTD",中国机械进出口-CMC ； CNR长春铁路车辆有限公司,172213; 172214,China; China,1,,,,,,,,,International Competitive Bidding,,,,0,1284880,2009/6/23,006/asjur/09,Upgrading and Greening the Rio de Janeiro Urban Rail System,https://projects.worldbank.org/en/projects-operations/contractoverview/1284880
P077712,Contract,1255975,St. Lucia,2005,2005/11/29,World Bank,Project procurement contracts,,Public Admin; Education,Works,4208014.81,,,,,,CHINA NATIONAL COMPLETE PLANT IMPORT & EXPORT SHANGHAI CORPORATION,中国成套设备进出口股份有限公司,102864,China,1,,,,,,,,,International Competitive Bidding,,,,0,1255975,2005/11/29,SL/WB-ICB-W-01/05(B) ANSE LA RAYE,ST. LUCIA Education Development Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1255975
P077712,Contract,1256115,St. Lucia,2005,2005/10/29,World Bank,Project procurement contracts,,Public Admin; Education,Works,3865650.76,,,,,,CHINA NATIONAL COMPLETE PLANT IMPORT & EXPORT SHANGHAI CORPORATION; C.O. WILLIAMS (ST. LUCIA) LTD.,中国成套设备进出口上海公司； C.O.威廉姆斯（圣卢西亚）有限公司,102864; 139177,China; St. Lucia,1,,,,,,,,,International Competitive Bidding,,,,0,1256115,2005/10/29,SL/WB-ICB-W-01/05(A) GROS ISLET,ST. LUCIA Education Development Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1256115
P008177,Contract,1240081,Uruguay,2004,2004/4/2,World Bank,Project procurement contracts,,,Goods,1457000,,,,,,HOLLEY CROPU CO. LTD,HOLLEY CROPU CO. LTD,118656,China,1,,,,,,,,,International Competitive Bidding,,,,0,1240081,2004/4/2,FF31A HOLLEY GROPU CO. LTD.,Uruguay Power Transmission & Distribution Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1240081
P007927,Contract,1224257,Paraguay,2002,2002/8/6,World Bank,Project procurement contracts,,Public Admin; Education; Health,Goods,221760.85,,,,,,ST. FRANCIS MEDICAL; GEBRUDER MARTIN GMBH & CO. KG; HEINE,ST. FRANCIS MEDICAL; GEBRUDER MARTIN GMBH & Co. KG; HEINE,90079; 97788; 100523,China; Germany; Germany,1,,,,,,,,,International Competitive Bidding,,,,0,1224257,2002/8/6,ARGON S.R.L. - 106/2.002N (LPI 01-2001),PY-Maternal Health and Child Development Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1224257
P008177,Contract,1215237,Uruguay,2002,2002/4/12,World Bank,Project procurement contracts,,,Goods,65750,,,,,,HOLLEY GROUP CO. LTD.,HOLLEY GROUP Co. Ltd.,89346,China,1,,,,,,,,,International Competitive Bidding,,,,0,1215237,2002/4/12,"FF31, HOLLEY GROUP CO. LTD. (ITEM 2)",Uruguay Power Transmission & Distribution Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1215237
P007927,Contract,1211670,Paraguay,2001,2001/6/27,World Bank,Project procurement contracts,,Public Admin; Education; Health,Goods,126221.45,,,,,,ARGON; ST. FRANCIS MEDICAL,ARGON ； St. FRANCIS MEDICAL,85513; 90079,Paraguay; China,1,,,,,,,,,International Competitive Bidding,,,,0,1211670,2001/6/27,"ARGON LOTE 4,5,;9,4; 12.2;15.3",PY-Maternal Health and Child Development Project,https://projects.worldbank.org/en/projects-operations/contractoverview/1211670
SU-L1054,Contract,SUB0904,SURINAME,2021,2021/11/19,IDB,Direct Contracting/Selection,prism_goods,HEALTH SYSTEM STRENGTHENING,Loan Operation,109400,,109400,,,,TIANJIN YORKOOL INT TRADI,TIANJIN YORKOOL INT TRADI,CN,CHINA,TRUE,,,,,,,,,,,,,,,,,Health Services Improvement Project,
TT-L1039,Contract,TTA1788,TRINIDAD AND TOBAGO,2020,2020/3/6,IDB,Direct Contracting/Selection,prism_goods,HEALTH SYSTEM STRENGTHENING,Loan Operation,290000,,290000,,,,BGI HEALTH (HK) CO. LTD,华大健康（香港）有限公司,CN,CHINA,TRUE,,,,,,,,,,,,,,,,,Health Services Support Program,
BO-L1190,Contract,BO-L1190-P00071-C02,BOLIVIA,2025,2025/10/10,IDB,International Competitive Bidding,FI,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,Loan Operation,609435,,609435.16,,,,"SHANDONG RUITAI GLASS INSULATOR CO.,LTD",山东瑞泰玻璃绝缘子有限公司,CN,CHINA,TRUE,,,,,,,,,,,,,,,,,Electricity Infrastructure Expansion Program,
